Path,Instrs,Time(s),ICov(%),BCov(%),ICount,TSolver(%),ICovered,IUncovered,Branches,FullBranches,PartialBranches,TUser(s),TResolve(s),TResolve(%),TCex(s),TCex(%),TQuery(s),TSolver(s),ActiveStates,MaxActiveStates,AvgActiveStates,Queries,QueryConstructs,AvgSolverQuerySize,QCexCMisses,QCexCHits,Mem(MiB),MaxMem(MiB),AvgMem(MiB),TArrayHash(s),TFork(s),TFork(%),TUser(%)
/local/scratch/a/cgusthin/cfmse-experiments/03292023_020405_erosion_klee_cfm_verify/klee_cfm_verify_6_3,74897310,282.10,97.70,91.67,217,46.75,212,5,18,15,3,275.48,0.00,0.00,2.83,1.00,2.82,131.88,0,65521,52420.24,228,13812,60,228,264,1.59,465.20,379.50,-1,9.48,3.36,97.65
