Path,Instrs,Time(s),ICov(%),BCov(%),ICount,TSolver(%),ICovered,IUncovered,Branches,FullBranches,PartialBranches,TUser(s),TResolve(s),TResolve(%),TCex(s),TCex(%),TQuery(s),TSolver(s),ActiveStates,MaxActiveStates,AvgActiveStates,Queries,QueryConstructs,AvgSolverQuerySize,QCexCMisses,QCexCHits,Mem(MiB),MaxMem(MiB),AvgMem(MiB),TArrayHash(s),TFork(s),TFork(%),TUser(%)
/local/scratch/a/cgusthin/cfmse-experiments/03292023_021858_erosion_klee_cfmsm_verify/klee_cfmsm_verify_6_2,8920,1.12,98.22,91.67,225,95.81,221,4,18,15,3,0.10,0.00,0.00,1.06,94.91,1.06,1.07,0,1,0.33,120,7324,61,120,56,1.48,1.50,1.30,-1,0.00,0.43,8.52
