Path,Instrs,Time(s),ICov(%),BCov(%),ICount,TSolver(%),ICovered,IUncovered,Branches,FullBranches,PartialBranches,TUser(s),TResolve(s),TResolve(%),TCex(s),TCex(%),TQuery(s),TSolver(s),ActiveStates,MaxActiveStates,AvgActiveStates,Queries,QueryConstructs,AvgSolverQuerySize,QCexCMisses,QCexCHits,Mem(MiB),MaxMem(MiB),AvgMem(MiB),TArrayHash(s),TFork(s),TFork(%),TUser(%)
/local/scratch/a/cgusthin/cfmse-experiments/03242023_143137_erosion_klee_cfm/klee_cfm_6_3,18666386,27.40,98.03,92.31,152,4.72,149,3,13,11,2,27.33,0.00,0.00,0.01,0.05,0.01,1.29,0,29270,20159.00,17,145,8,17,79,0.89,222.67,152.95,-1,1.54,5.63,99.75
