Path,Instrs,Time(s),ICov(%),BCov(%),ICount,TSolver(%),ICovered,IUncovered,Branches,FullBranches,PartialBranches,TUser(s),TResolve(s),TResolve(%),TCex(s),TCex(%),TQuery(s),TSolver(s),ActiveStates,MaxActiveStates,AvgActiveStates,Queries,QueryConstructs,AvgSolverQuerySize,QCexCMisses,QCexCHits,Mem(MiB),MaxMem(MiB),AvgMem(MiB),TArrayHash(s),TFork(s),TFork(%),TUser(%)
/local/scratch/a/cgusthin/cfmse-experiments/03292023_021729_dilation_klee_cfmsm_verify/klee_cfmsm_verify_4_4,2962,0.43,98.33,94.44,240,97.30,236,4,18,16,2,0.03,0.00,0.00,0.41,96.78,0.41,0.42,0,0,0.00,44,1500,34,44,28,1.38,1.38,1.16,-1,0.00,0.16,7.19
